NberID,WPDate,Title,Abstract,Note
w14181,2008-07-01,"Expectations, Learning and Business Cycle Fluctuations","This paper develops a theory of expectations-driven business cycles based on learning. Agents have incomplete knowledge about how market prices are determined and shifts in expectations of future prices affect dynamics. In a real business cycle model, the theoretical framework amplifies and propagates technology shocks. Improved correspondence with data arises from dynamics in beliefs being themselves persistent and because they generate strong intertemporal substitution effects in consumption and leisure. Output volatility is comparable with a rational expectations analysis with a standard deviation of technology shock that is 20 percent smaller, and has substantially more volatility in investment and hours. Persistence in these series is captured, unlike in standard models. Inherited from real business cycle theory, the benchmark model suffers a comovement problem between consumption, hours, output and investment. An augmented model that is consistent with expectations-driven business cycles, in the sense of Beaudry and Portier (2006), resolves these counterfactual predictions.",
w14198,2008-07-01,Powerful Women: Does Exposure Reduce Bias?,"We exploit random assignment of gender quotas across Indian village councils to investigate whether having a female chief councillor affects public opinion towards female leaders. Villagers who have never been required to have a female leader prefer male leaders and perceive hypothetical female leaders as less effective than their male counterparts, when stated performance is identical. Exposure to a female leader does not alter villagers' taste preference for male leaders. However, it weakens stereotypes about gender roles in the public and domestic spheres and eliminates the negative bias in how female leaders' effectiveness is perceived among male villagers. Female villagers exhibit less prior bias, but are also less likely to know about or participate in local politics; as a result, their attitudes are largely unaffected. Consistent with our experimental findings, villagers rate their women leaders as less effective when exposed to them for the first, but not second, time. These changes in attitude are electorally meaningful: after 10 years of the quota policy, women are more likely to stand for and win free seats in villages that have been continuously required to have a female chief councillor.",
w14200,2008-07-01,Frequency of Price Adjustment and Pass-Through,"A common finding across empirical studies of price adjustment is that there is large heterogeneity in the frequency of price adjustment. However, there is little evidence of how distant prices are from the desired flexible price. Without this evidence, it is difficult to discern what the frequency measure implies for the transmission of shocks or to understand why some firms adjust more frequently than others. We exploit the open economy environment, which provides a well-identified and sizeable cost shock namely the exchange rate shock to shed light on these questions. First, we empirically document that high frequency adjusters have a long-run pass-through that is at least twice as high as low frequency adjusters in the data. Next, we show theoretically that long-run pass-through is determined by the same primitives that shape the curvature of the profit function and, hence, also affect frequency. In an environment with variable mark-ups or variable marginal costs, theory predicts a positive relation between frequency and pass-through, as documented in the data. Consequently, estimates of long-run pass-through shed light on the determinants of the duration of prices. The standard workhorse model with constant elasticity of demand and Calvo or state dependent pricing generates long-run pass-through that is uncorrelated with frequency, contrary to the data. Lastly, we calibrate a dynamic menu-cost model and show that variable mark-ups chosen to match the variation in pass-through in the data can generate substantial variation in price duration, equivalent to one third of the observed variation in the data.",
w14214,2008-08-01,Market Penetration Costs and the New Consumers Margin in International Trade,"I develop a new theory of marketing costs and introduce it into a model of trade with product differentiation and firm productivity heterogeneity. In this model, a firm enters a market if it makes profits by reaching a single consumer there and pays an increasing marginal cost to access additional consumers. This market penetration cost introduces an extensive margin of new consumers in firms' sales. I calibrate the key parameters of the model to match data on French firms from Eaton, Kortum and Kramarz, in particular the higher sales in France of firms that choose to export to more destinations. The model predicts that most firms do not export, and that a large proportion of firms that export in particular markets do so in small amounts. These predictions are in line with the French data, but together create a puzzle for models with a fixed cost of exporting, such as those of Melitz and Chaney. Looking at the comparative statics of trade liberalization, I find that the model predicts large increases in trade in goods with positive but little previous trade, in line with Kehoe and Ruhl. The model implies that these increases can contribute to new trade significantly more than the corresponding increases due to new exporters.",
w14215,2008-08-01,What's News in Business Cycles,"In this paper, we perform a structural Bayesian estimation of the contribution of anticipated shocks to business cycles in the postwar United States. Our theoretical framework is a real-business-cycle model augmented with four real rigidities: investment adjustment costs, variable capacity utilization, habit formation in consumption, and habit formation in leisure. Business cycles are assumed to be driven by permanent and stationary neutral productivity shocks, permanent investment-specific shocks, and government spending shocks. Each of these shocks is buffeted by four types of structural innovations: unanticipated innovations and innovations anticipated one, two, and three quarters in advance. We find that anticipated shocks account for more than two thirds of predicted aggregate fluctuations. This result is robust to estimating a variant of the model featuring a parametric wealth elasticity of labor supply.",
w14219,2008-08-01,The Burden of the Nondiversifiable Risk of Entrepreneurship,"In the standard venture capital contract, entrepreneurs have a large fraction of equity ownership in the companies they found and are paid a sub-market salary by the investors who provide the money to develop the idea. The big rewards come only to those whose companies go public or are acquired on favorable terms, forcing entrepreneurs to bear a substantial burden of idiosyncratic risk. We study this burden in the case of high-tech companies funded by venture capital. Over the past 20 years, the typical venture-backed entrepreneur earned an average of $4.4 million from companies that succeeded in attracting venture funding. Entrepreneurs with a coefficient of relative risk aversion of two and with less than $0.7 million would be better off in a salaried position than in a startup, despite the prospect of an average personal payoff of $4.4 million and the possibility of payoffs over $1 billion. We conclude that startups attract entrepreneurs with lower risk aversion, higher initial assets, preferences for entrepreneurship over employment, and optimistic beliefs about the payoffs from their products.",
w14239,2008-08-01,"Dynamics and Stability of Constitutions, Coalitions, and Clubs","A central feature of dynamic collective decision-making is that the rules that govern the procedures for future decision-making and the distribution of political power across players are determined by current decisions. For example, current constitutional change must take into account how the new constitution may pave the way for further changes in laws and regulations. We develop a general framework for the analysis of this class of dynamic problems. Under relatively natural acyclicity assumptions, we provide a complete characterization of dynamically stable states as functions of the initial state and determine conditions for their uniqueness. We show how this framework can be applied in political economy, coalition formation, and the analysis of the dynamics of clubs. The explicit characterization we provide highlights two intuitive features of dynamic collective decision-making; (1) a social arrangement is made stable by the instability of alternative arrangements that are preferred by sufficiently many members of the society; (2) efficiency-enhancing changes are often resisted because of further social changes that they will engender.",
w14243,2008-08-01,Modeling the Long Run: Valuation in Dynamic Stochastic Economies,"I explore the equilibrium value implications of economic models that incorporate reactions to a stochastic environment. I propose a dynamic value decomposition (DVD) designed to distinguish components of an underlying economic model that influence values over long horizons from components that impact only the short run. To quantify the role of parameter sensitivity and to impute long-term risk prices, I develop an associated perturbation technique. Finally, I use DVD methods to study formally some example economies and to speculate about others. A DVD is enabled by constructing operators indexed by the elapsed time between the date of pricing and the date of the future payoff (ie the future realization of a consumption claim). Thus formulated, methods from applied mathematics permit me to characterize valuation behavior as the time between price determination and payoff realization becomes large. An outcome of this analysis is the construction of a multiplicative martingale component of a process that is used to represent valuation in a dynamic economy with stochastic growth. I contrast the differences in the applicability between this multiplicative martingale method and an additive martingale method familiar from time series analysis that is used to identify shocks with long-run economic consequences.",
w14255,2008-08-01,Learning from Prices: Public Communication and Welfare,"We study the effect of releasing public information about productivity or monetary shocks when agents learn from nominal prices. While public releases have the benefit of providing new information, they can have the cost of reducing the informational efficiency of the price system. We show that, when agents have private information about monetary shocks, the cost can dominate, in that public releases increase uncertainty about fundamentals. In some cases, public releases can create or eliminate multiple equilibria. Our results are robust to adding velocity shocks, imperfectly observable prices, large idiosyncratic shocks, and introducing a bond market.",
w14285,2008-08-01,Offshoring and the Role of Trade Agreements,"The rise of offshoring of intermediate inputs raises important questions for commercial policy. Do the distinguishing features of offshoring introduce novel reasons for trade policy intervention? Does offshoring create new problems of global policy cooperation whose solutions require international agreements with novel features? Can trade agreements that are designed to address problems that arise when trade predominantly takes the form of the exchange of final goods be expected to perform in a world where offshoring is prevalent? In this paper we provide answers to these questions, and thereby initiate the study of trade agreements in the presence of offshoring. We do so by deriving the Nash and internationally efficient trade policy choices of governments in an environment in which some trade flows involve the exchange of customized inputs, contracts governing these transactions are incomplete, and the matching between final-good producers and input suppliers may involve search frictions. By characterizing the differences between Nash and internationally efficient policies in this environment, and by comparing these differences to those that would arise in the absence of offshoring of customized inputs, we seek to understand the implications of offshoring for the role of trade agreements. Our findings indicate that the rise of offshoring is likely to complicate the task of trade agreements, because in the presence of offshoring, (i) the mechanism by which countries can shift the costs of intervention on to their trading partners is more complicated and extends to a wider set of policies than is the case when offshoring is not present, and (ii) because the underlying problem that a trade agreement must address in the presence of offshoring varies with the political preferences of member governments. As a consequence, the increasing prevalence of offshoring is likely to make it increasingly difficult for governments to rely on simple and general rules---such as reciprocity and non-discrimination---to help them solve their trade-related problems.",
w14316,2008-09-01,Segregation and the Quality of Government in a Cross-Section of Countries,"This paper has three goals. The first (and perhaps the most important one) is to provide a new compilation of data on ethnic, linguistic and religious composition at the sub-national level for a large number of countries. This data set allows us to measure segregation of different ethnic, religious and linguistic groups within the same country. The second goal is to correlate measures of segregation with measures of quality of the polity and policymaking. The third is to construct an instrument that helps to overcome the endogeneity problem due to the fact that groups move within country borders, partly in response to policies. Our results suggest that more segregated countries in terms of ethnicity and language, ie, those where groups live more spatially separately, have a substantially lower quality of government. In contrast, there is no relationship between religious segregation and the government quality.",
w14319,2008-09-01,Is a Donor in Hand Better Than Two in the Bush? Evidence from a Natural Field Experiment,"This study develops theory and conducts an experiment to provide an understanding of why people initially give to charities, why they remain committed to the cause, and what factors attenuate these influences. Using an experimental design that links donations across distinct treatments separated in time, we present several insights. For example, we find that previous donors are more likely to give, and contribute more, than donors asked to contribute for the first time. Yet, how these previous donors were acquired is critical: agents who are initially attracted by signals of charitable quality transmitted via an economic mechanism are much more likely to continue giving than agents who were initially attracted by non-mechanism factors.",
w14368,2008-09-01,An Experimental Component Index for the CPI: From Annual Computer Data to Monthly Data on Other Goods,"Until recently the Consumer Price Index consisted solely of ""matched model"" component indexes. The latter are constructed by BLS personnel who visit stores and compare prices of goods with the same set of characteristics over successive periods. This procedure is subject to a selection bias. Goods that were not on the shelves in the second period were discarded and hence never contributed price comparisons. The discarded goods were disproportionately goods which were being obsoleted and had falling prices. Pakes (2003) provided an analytic framework for analyzing this selection effect and showed both that it could be partially corrected using a particular hedonic technique and that the correction for his personal computer example was substantial. The BLS staff has recently increased the rate at which they incorporate techniques to correct for selection effects in their component indexes. However recent work shows very little difference between hedonic and matched model indices for non computer components of the CPI. This paper explores why. We look carefully at the data on the component index for TVs and show that differences between the TV and computer markets imply that to obtain an effective selection correction we need to use a more general hedonic procedure than has been used to date. The computer market is special in having well defined cardinal measures of the major product characteristics. In markets where such measures are absent we may need to allow for selection on unmeasured, as well as measured, characteristics. We develop a hedonic selection correction that accounts for unmeasured characteristics, apply it to TVs, and show that it yields a much larger selection correction than the standard hedonic. In particular we find that matched model techniques underestimate the rate of price decline by over 20%.",
w14369,2008-09-01,Housing Externalities,"Using data compiled from concentrated residential urban revitalization programs implemented in Richmond, VA, between 1999 and 2004, we study residential externalities. Specifically, we provide evidence that in neighborhoods targeted by the programs, sites that did not directly benefit from capital improvements nevertheless experienced considerable increases in land value relative to similar sites in a control neighborhood. Within the targeted neighborhoods, increases in land value are consistent with externalities that fall exponentially with distance. In particular, we estimate that housing externalities decrease by half approximately every 990 feet. On average, land prices in neighborhoods targeted for revitalization rose by 2 to 5 percent at an annual rate above those in the control neighborhood. These increases translate into land value gains of between $2 and $6 per dollar invested in the program over a six-year period. We provide a simple theory that helps us interpret and estimate these effects.",
w14376,2008-10-01,Efficiency Bounds for Missing Data Models with Semiparametric Restrictions,"This paper shows that the semiparametric efficiency bound for a parameter identified by an unconditional moment restriction with data missing at random (MAR) coincides with that of a particular augmented moment condition problem. The augmented system consists of the inverse probability weighted (IPW) original moment restriction and an additional conditional moment restriction which exhausts all other implications of the MAR assumption. The paper also investigates the value of additional semiparametric restrictions on the conditional expectation function (CEF) of the original moment function given always-observed covariates. In the program evaluation context, for example, such restrictions are implied by semiparametric models for the potential outcome CEFs given baseline covariates. The efficiency bound associated with this model is shown to also coincide with that of a particular moment condition problem. Some implications of these results for estimation are briefly discussed.",
w14389,2008-10-01,Sectoral vs. Aggregate Shocks: A Structural Factor Analysis of Industrial Production,"This paper uses factor analytic methods to decompose industrial production (IP) into components arising from aggregate shocks and idiosyncratic sector-specific shocks. An approximate factor model finds that nearly all (90%) of the variability of quarterly growth rates in IP are associated with common factors. Because common factors may reflect sectoral shocks that have propagated by way of input-output linkages, we then use a multisector growth model to adjust for the effects of these linkages. In particular, we show that neoclassical multisector models, of the type first introduced by Long and Plosser (1983), produce an approximate factor model as a reduced form. A structural factor analysis then indicates that aggregate shocks continue to be the dominant source of variation in IP, but the importance of sectoral shocks more than doubles after the Great Moderation (to 30%). The increase in the relative importance of these shocks follows from a fall in the contribution of aggregate shocks to IP movements after 1984.",
w14406,2008-10-01,Free Distribution or Cost-Sharing? Evidence from a Malaria Prevention Experiment,"It is often argued that cost-sharing---charging a subsidized, positive price---or a health product is necessary to avoid wasting resources on those who will not use or do not need the product. We explore this argument through a field experiment in Kenya, in which we randomized the price at which prenatal clinics could sell long lasting anti-malarial insecticide-treated nets (ITNs) to pregnant women. We find no evidence that cost-sharing reduces wastage on those that will not use the product: women who received free ITNs are not less likely to use them than those who paid subsidized positive prices. We also find no evidence that cost-sharing induces selection of women who need the net more: those who pay higher prices appear no sicker than the average prenatal client in the area in terms of measured anemia (an important indicator of malaria). Cost-sharing does, however, considerably dampen demand. We find that uptake drops by 75 percent when the price of ITNs increases from zero to $0.75 (ie from 100 to 87.5 percent subsidy), the price at which ITNs are currently sold to pregnant women in Kenya. We combine our estimates in a cost-effectiveness analysis of ITN prices on child mortality that incorporates both private and social returns to ITN usage. Overall, our results suggest that free distribution of ITNs could save many more lives than cost-sharing programs have achieved so far, and, given the large positive externality associated with widespread usage of ITNs, it would likely do so at a lesser cost per life saved.",
w14414,2008-10-01,Estimating Welfare in Insurance Markets Using Variation in Prices,"We show how standard consumer and producer theory can be used to estimate welfare in insurance markets with selection. The key observation is that the same price variation needed to identify the demand curve also identifies how costs vary as market participants endogenously respond to price. With estimates of both the demand and cost curves, welfare analysis is straightforward. We illustrate our approach by applying it to the employee health insurance choices at Alcoa, Inc. We detect adverse selection in this setting but estimate that its quantitative welfare implications are small, and not obviously remediable by standard public policy tools.",
w14416,2008-10-01,Imported Intermediate Inputs and Domestic Product Growth: Evidence from India,"New goods play a central role in many trade and growth models. We use detailed trade and firm-level data from a large developing economy--India--to investigate the relationship between declines in trade costs, the imports of intermediate inputs and domestic firm product scope. We estimate substantial static gains from trade through access to new imported inputs. Accounting for new imported varieties lowers the import price index for intermediate goods on average by an additional 4.7 percent per year relative to conventional gains through lower prices of existing imports. Moreover, we find that lower input tariffs account on average for 31 percent of the new products introduced by domestic firms, which implies potentially large dynamic gains from trade. This expansion in firms' product scope is driven to a large extent by international trade increasing access of firms to new input varieties rather than by simply making existing imported inputs cheaper. Hence, our findings suggest that an important consequence of the input tariff liberalization was to relax technological constraints through firms' access to new imported inputs that were unavailable prior to the liberalization.",
w14423,2008-10-01,The Changing Incidence of Geography,"The incidence of bilateral trade costs is calculated here using neglected properties of the structural gravity model, disaggregated by commodity and region, and re-aggregated into forms useful for economic geography. For Canada's provinces, 1992--2003, incidence is on average some five times higher for sellers than for buyers. Sellers' incidence falls over time due to specialization, despite constant gravity coefficients. This previously unrecognized globalizing force drives big reductions in ""constructed home bias"", the disproportionate predicted share of local trade; and large but varying gains in real GDP.",
w14425,2008-10-01,External Economies and International Trade Redux,"We study a world with national external economies of scale at the industry level. In contrast to the standard treatment with perfect competition and two industries, we assume Bertrand competition in a continuum of industries. In this setting, many of the ""pathologies"" of the standard treatment disappear. There typically exists a unique equilibrium with trade guided by ""natural"" comparative advantage. And, when a country has CES preferences and any finite elasticity of substitution between goods, gains from trade are assured.",
w14442,2008-10-01,"Teacher Quality in Educational Production: Tracking, Decay, and Student Achievement","Growing concerns over the achievement of US students have led to proposals to reward good teachers and penalize (or fire) bad ones. The leading method for assessing teacher quality is ""value added"" modeling (VAM), which decomposes students' test scores into components attributed to student heterogeneity and to teacher quality. Implicit in the VAM approach are strong assumptions about the nature of the educational production function and the assignment of students to classrooms. In this paper, I develop falsification tests for three widely used VAM specifications, based on the idea that future teachers cannot influence students' past achievement. In data from North Carolina, each of the VAMs' exclusion restrictions are dramatically violated. In particular, these models indicate large ""effects"" of 5th grade teachers on 4th grade test score gains. I also find that conventional measures of individual teachers' value added fade out very quickly and are at best weakly related to long-run effects.",
w14448,2008-10-01,Post-1500 Population Flows and the Long Run Determinants of Economic Growth and Inequality,"We construct a matrix showing the share of the year 2000 population in every country that is descended from people in different source countries in the year 1500. Using this matrix, we analyze how post-1500 migration has influenced the level of GDP per capita and within-country income inequality in the world today. Indicators of early development such as early state history and the timing of transition to agriculture have much better predictive power for current GDP when one looks at the ancestors of the people who currently live in a country than when one considers the history on that country's territory, without adjusting for migration. Measures of the ethnic or linguistic heterogeneity of a country's current population do not predict income inequality as well as measures of the ethnic or linguistic heterogeneity of the current population's ancestors. An even better predictor of current inequality in a country is the variance of early development history of the country's inhabitants, with ethnic groups originating in regions having longer histories of agriculture and organized states tending to be at the upper end of a country's income distribution. However, high within-country variance of early development also predicts higher income per capita, holding constant the average level of early development.",
w14455,2008-10-01,Unhealthy Insurance Markets: Search Frictions and the Cost and Quality of Health Insurance,"We analyze the role of search frictions in the market for commercial health insurance. Frictions increase the cost of insurance by enabling insurers to set price above marginal cost, and by creating incentives for inefficiently high levels of marketing. Frictions also lead to price dispersion for identical products and, as a consequence, to increases in the rate of insurance turnover. Our empirical analysis indicates that frictions increase prices enough to transfer 13.2% of consumer surplus from employer groups to insurers (approximately $34.4 billion in 1997), and increase employer group turnover by 64% for the average insurance policy. This heightened turnover reduces insurer incentives to invest in the future health of their policy holders. Our analysis also suggests that a publicly-financed insurance option might improve private insurance markets by reducing distortions induced by search frictions.",
w14468,2008-11-01,The Political Economy of the U.S. Mortgage Default Crisis,"We examine the determinants of congressional voting behavior on two of the most significant pieces of federal legislation in US economic history: the American Housing Rescue and Foreclosure Prevention Act of 2008 and the Emergency Economic Stabilization Act of 2008. We find evidence that constituent interests and special interests influence voting patterns during the crisis. Representatives from districts experiencing an increase in mortgage default rates are significantly more likely to vote in favor of the AHRFPA. They are precise in responding only to mortgage related constituent defaults, and are significantly more sensitive to defaults of their own-party constituents. Increased campaign contributions from the financial services industry is associated with a higher likelihood of voting in favor of the EESA, a bill which transfers wealth from tax payers to the financial services industry. We also examine the trade-off between politician ideology and constituent and special interests, and find that conservative politicians are less responsive to constituent and special interest pressure. This latter finding suggests that politicians, through ideology, can commit against intervention even during severe crises.",
w14469,2008-11-01,Identification and Estimation of 'Irregular' Correlated Random Coefficient Models,"In this paper we study identification and estimation of a correlated random coefficients (CRC) panel data model. The outcome of interest varies linearly with a vector of endogenous regressors. The coefficients on these regressors are heterogenous across units and may covary with them. We consider the average partial effect (APE) of a small change in the regressor vector on the outcome (cf, Chamberlain, 1984; Wooldridge, 2005a). Chamberlain (1992) calculates the semiparametric efficiency bound for the APE in our model and proposes a √N-consistent estimator. Nonsingularity of the APE's information bound, and hence the appropriateness of Chamberlain's (1992) estimator, requires (i) the time dimension of the panel (T) to strictly exceed the number of random coefficients (p) and (ii) strong conditions on the time series properties of the regressor vector. We demonstrate irregular identification of the APE when T = p and for more persistent regressor processes. Our approach exploits the different identifying information in the subpopulations of ""stayers""---or units whose regressor values change little across periods---and ""movers""---or units whose regressor values change substantially across periods. We propose a feasible estimator based on our identification result and characterize its large sample properties. While irregularity precludes our estimator from attaining parametric rates of convergence, its limiting distribution is normal and inference is straightforward to conduct. Standard software may be used to compute point estimates and standard errors. We use our methods to estimate the average elasticity of calorie consumption with respect to total outlay for a sample of poor Nicaraguan households.",
w14475,2008-11-01,"Peer Effects, Teacher Incentives, and the Impact of Tracking: Evidence from a Randomized Evaluation in Kenya","To the extent that students benefit from high-achieving peers, tracking will help strong students and hurt weak ones. However, all students may benefit if tracking allows teachers to present material at a more appropriate level. Lower-achieving pupils are particularly likely to benefit from tracking if teachers would otherwise have incentives to teach to the top of the distribution. We propose a simple model nesting these effects. We compare 61 Kenyan schools in which students were randomly assigned to a first grade class with 60 in which students were assigned based on initial achievement. In non-tracking schools, students randomly assigned to academically stronger peers scored higher, consistent with a positive direct effect of academically strong peers. However, compared to their counterparts in non-tracking schools, students in tracking schools scored 0.14 standard deviations higher after 18 months, and this effect persisted one year after the program ended. Furthermore, students at all levels of the distribution benefited from tracking. Students near the median of the pre-test distribution benefited similarly whether assigned to the lower or upper section. A natural interpretation is that the direct effect of high-achieving peers is positive, but that tracking benefited lower-achieving pupils indirectly by allowing teachers to teach at a level more appropriate to them.",
w14478,2008-11-01,Inequality and Unemployment in a Global Economy,"This paper develops a new framework for examining the distributional consequences of trade liberalization that is consistent with increasing inequality in every country, growth in residual wage inequality, rising unemployment, and reallocation within and between industries. While the opening of trade yields welfare gains, unemployment and inequality within sectors are higher in the trade equilibrium than in the closed economy. In the open economy changes in trade openness have nonmonotonic effects on unemployment and inequality within sectors. As aggregate unemployment and inequality have within- and between-sector components, changes in sector composition following the opening of trade complicate its impact on aggregate unemployment and inequality. However, when countries are nearly symmetric, the sectoral composition effects reinforce the within-sector effects, and both aggregate inequality and aggregate unemployment rise with trade liberalization.",
w14501,2008-11-01,Contracts as Reference Points---Experimental Evidence,"In a recent paper, Hart and Moore (2008) introduce new behavioral assumptions that can explain long-term contracts and important aspects of the employment relation. However, so far there exists no direct evidence that supports these assumptions and, in particular, Hart and Moore's notion that contracts provide reference points. In this paper, we examine experimentally the behavioral forces stipulated in their theory. The evidence confirms the model's prediction that there is a tradeoff between rigidity and flexibility in a trading environment with incomplete contracts and ex ante uncertainty about the state of nature. Flexible contracts---which would dominate rigid contracts under standard assumptions---cause a significant amount of shading on ex post performance, while under rigid contracts, much less shading occurs. Thus, although rigid contracts rule out trading in some states of the world, parties frequently implement them. While our results are broadly consistent with established behavioral concepts, they cannot easily be explained by existing theories. The experiment appears to reveal a new behavioral force: ex ante competition legitimizes the terms of a contract, and aggrievement and shading occur mainly about outcomes within the contract.",
w14505,2008-11-01,Equilibrium Price Dynamics in Perishable Goods Markets: The Case of Secondary Markets for Major League Baseball Tickets,"This paper analyzes the dynamics of prices in two online secondary markets for Major League Baseball tickets. Controlling for ticket quality, prices tend to decline significantly as a game approaches. The paper describes and tests alternative theoretical explanations for why this happens in equilibrium, considering the problems of both buyers and sellers. It shows that sellers cut prices (either fixed prices or reserve prices in auctions) because of declining opportunity costs of holding onto tickets as their future selling opportunities disappear. Even though prices can be expected to fall, the majority of observed early purchases can be rationalized by plausible ticket valuations and return to market costs given product differentiation and uncertainties about ticket availability.",
w14516,2008-12-01,The Value of School Facilities: Evidence from a Dynamic Regression Discontinuity Design,"This paper analyzes the impact of voter-approved school bond issues on school district balance sheets, local housing prices, and student achievement. We draw on the unique characteristics of California's system of school finance to obtain clean identification of bonds' causal effects, comparing districts in which school bond referenda passed or failed by narrow margins. We extend the traditional regression discontinuity (RD) design to account for the dynamic nature of bond referenda, since the probability of future proposals depends on the outcomes of past elections. By law, bond revenues can be used only for school facilities projects. We find that bond funds indeed stick exclusively in the capital account, with no effect on current expenditures or other revenues. Our housing market estimates indicate that California school districts under-invest in school facilities: passing a referendum causes immediate, sizable increases in home prices, implying a willingness-to-pay on the part of marginal homebuyers of $1.50 or more for each $1 of facility spending. These effects do not appear to be driven by changes in the income or racial composition of homeowners, and the school bond impact on test scores cannot explain more than a small portion of the total housing price effect. Our estimates indicate that parents value improvements in other dimensions of school output (eg, safety) that may be not captured by test scores.",
w14517,2008-12-01,Intermediary Asset Pricing,"We present a model to study the dynamics of risk premia during crises in asset markets where the marginal investor is a financial intermediary. Intermediaries face a constraint on raising equity capital. When the constraint binds, so that intermediaries' equity capital is scarce, risk premia rise to reflect the capital scarcity. We calibrate the model and show that it does well in matching two aspects of crises: the nonlinearity of risk premia during crisis episodes; and, the speed of adjustment in risk premia from a crisis back to pre-crisis levels. We use the model to quantitatively evaluate the effectiveness of a variety of central bank policies, including reducing intermediaries' borrowing costs, infusing equity capital, and directly intervening in distressed asset markets. All of these policies are effective in aiding the recovery from a crisis. Infusing equity capital into intermediaries is particularly effective because it attacks the equity capital constraint that is at the root of the crisis in our model.",
w14522,2008-12-01,Estimating Marginal Returns to Medical Care: Evidence from At-Risk Newborns,"We estimate marginal returns to medical care for at-risk newborns by comparing health outcomes and medical treatment provision on either side of common risk classifications, most notably the ""very low birth weight"" threshold at 1500 grams. First, using data on the census of US births in available years from 1983--2002, we find evidence that newborns with birth weights just below 1500 grams have lower one-year mortality rates than do newborns with birth weights just above this cutoff, even though mortality risk tends to decrease with birth weight. One-year mortality falls by approximately one percentage point as birth weight crosses 1500 grams from above, which is large relative to mean one-year mortality of 5.5% just above 1500 grams. Second, using hospital discharge records for births in five states in available years from 1991--2006, we find evidence that newborns with birth weights just below 1500 grams have discontinuously higher costs and frequencies of specific medical inputs. We estimate a $4,000 increase in hospital costs as birth weight approaches 1500 grams from above, relative to mean hospital costs of $40,000 just above 1500 grams. Taken together, these estimates suggest that the cost of saving a statistical life of a newborn with birth weight near 1500 grams is on the order of $550,000 in 2006 dollars.",
w14526,2008-12-01,Dynamic Merger Review,"We analyze the optimal dynamic policy of an antitrust authority towards horizontal mergers when merger proposals are endogenous and occur over time. Approving a currently proposed merger will affect the profitability and welfare effects of potential future mergers, the characteristics of which may not yet be known to the antitrust authority. We show that, in many cases, this apparently difficult problem has a simple resolution: an antitrust authority can maximize discounted consumer surplus by using a completely myopic merger review policy that approves a merger today if and only if it does not lower consumer surplus given the current market structure.",
w14554,2008-12-01,Task Trade between Similar Countries,"We propose a theory of task trade between countries that have similar relative factor endowments but may differ in size. Firms produce differentiated goods by performing a continuum of tasks, each of which generates local spillovers. Tasks can be performed at home or abroad, but offshoring entails costs that vary by task. In equilibrium, the tasks with the highest offshoring costs may not be traded. Among the remainder, those with the relatively higher offshoring costs are performed in the country that has the higher wage and higher aggregate output. We discuss the relationship between equilibrium wages, equilibrium outputs, and relative country size and examine how the pattern of specialization reflects the key parameters of the model.",
w14570,2008-12-01,The Effects of Housing Assistance on Labor Supply: Evidence from a Voucher Lottery,"This study estimates the effects of means-tested housing programs on labor supply using data from a randomized housing voucher wait-list lottery in Chicago. Evidence for the net effects of housing programs on labor supply is central to a wide range of policy decisions about how to provide housing assistance to the poor. Economic theory is ambiguous about the expected sign of any labor supply response. We find that among working-age, able-bodied adults, housing voucher use reduces quarterly labor force participation rates by 4 percentage points (6 percent of the control complier mean) and quarterly earnings by $285 (10 percent), and increases social program participation rates by 2 percentage points (16 percent of the control mean). These impacts are toward the lower end of the range of recent estimates from other studies of housing programs, but nonetheless do still imply that housing vouchers reduce labor supply.",
w14572,2008-12-01,Are Health Insurance Markets Competitive?,"Although the vast majority of Americans have private health insurance, researchers focus almost exclusively on public provision. Data on the private insurance sector is extremely difficult to obtain because health insurance contracts are complex, renegotiated annually, and not subject to reporting requirements. This study makes use of a privately-gathered national database of insurance contracts agreed upon by a sample of large, multisite employers between 1998 and 2005. To gauge the competitiveness of the group health insurance industry, I investigate whether health insurers charge higher premiums, ceteris paribus, to more profitable firms. I find they do, and this result is not driven by cross-sectional differences across firms or plans: firms with positive profit shocks subsequently face higher premium growth, even for the same healthplans. Moreover, this relationship is strongest in geographic markets served by a small number of insurance carriers. Further analysis suggests profits act to increase employers' switching costs, and insurers exploit this inelasticity where they have sufficient bargaining power. Given the rapid industry consolidation during the study period, these findings suggest healthcare insurers possess and exercise market power in an increasing number of geographic markets.",
w14577,2008-12-01,Superstar Extinction,"We estimate the magnitude of spillovers generated by 112 academic ""superstars"" who died prematurely and unexpectedly, thus providing an exogenous source of variation in the structure of their collaborators' coauthorship networks. Following the death of a superstar, we find that collaborators experience, on average, a lasting 5 to 8% decline in their quality-adjusted publication rates. By exploring interactions of the treatment effect with a variety of star, coauthor and star-coauthor dyad characteristics, we seek to adjudicate between plausible mechanisms that might explain this finding. Taken together, our results suggest that spillovers are circumscribed in idea space, but less so in physical or social space. In particular, superstar extinction reveals the boundaries of the scientific field to which the star contributes---the ""invisible college"".",
